country,country_code,year,gdp_growth,inflation,interest_rate,unemployment
Portugal,PRT,2005,0.595038072485551,2.27716394887834,,7.582
Portugal,PRT,2006,1.44193756415369,3.1076654587105,,7.649
Portugal,PRT,2007,2.30555184529184,2.45396528138743,,7.965
Portugal,PRT,2008,0.174699975144293,2.58850657657959,,7.553
Portugal,PRT,2009,-3.21438882343172,-0.835530021504157,,9.432
Portugal,PRT,2010,1.69092747575826,1.40257289895369,,10.771
Portugal,PRT,2011,-1.56885655182528,3.65301100430724,,12.715
Portugal,PRT,2012,-3.66111452137058,2.77333854051586,,15.509
Portugal,PRT,2013,-0.439198387971658,0.274416666666663,,16.237
Portugal,PRT,2014,1.28604644379557,-0.278153367467428,,13.88
Portugal,PRT,2015,2.01139554784055,0.48793862390472,,12.405
Portugal,PRT,2016,2.32643063621838,0.607397074641719,,11.058
Portugal,PRT,2017,3.56700126187077,1.36861411643472,,8.878
Portugal,PRT,2018,3.11123658697107,0.993715683468326,,6.966
Portugal,PRT,2019,2.72130207848775,0.338178410046034,,6.422
Portugal,PRT,2020,-8.30107079726919,-0.0124383299575305,,6.85
Portugal,PRT,2021,4.89913107175563,1.26565719069044,,6.712
Portugal,PRT,2022,6.24247031136021,7.83269124233323,,6.138
Portugal,PRT,2023,1.69802567248595,4.31128191898672,,6.498
Portugal,PRT,2024,1.02697035140542,2.41613187791884,,6.5
Portugal,PRT,2025,,,,6.164
Romania,ROU,2002,7.65586943426131,22.5398862605386,35.425,
Romania,ROU,2003,3.08196384315724,15.2734889936255,25.435,6.95
Romania,ROU,2004,11.0591132161949,11.8743635936399,25.6125,7.719
Romania,ROU,2005,5.3165061122384,9.01491283343835,19.6008333333333,7.174
Romania,ROU,2006,8.67067585292331,6.55851412276983,13.9816666666667,7.27
Romania,ROU,2007,8.82964823723904,4.83732928313989,13.3483333333333,6.413
Romania,ROU,2008,11.1442089014979,7.85080255714482,14.9883333333333,5.787
Romania,ROU,2009,-4.72628859385392,5.58742004264393,17.275,6.859
Romania,ROU,2010,-3.33335291355054,6.09141668601891,14.0725,6.959
Romania,ROU,2011,5.01083371448033,5.7892532881588,12.1275,7.177
Romania,ROU,2012,2.35828066727251,3.33492267693442,11.3291666666667,6.794
Romania,ROU,2013,0.651822267051088,3.9847123554813,10.5225,7.096
Romania,ROU,2014,4.50672544401942,1.06830987684298,8.46583333333333,6.802
Romania,ROU,2015,3.64306941096366,-0.594156437495203,6.7675,6.812
Romania,ROU,2016,3.45169541464914,-1.54479666813897,5.70916666666667,5.901
Romania,ROU,2017,8.82266657090874,1.3390212110439,5.56451674276812,4.927
Romania,ROU,2018,6.01553045118388,4.62548443137779,6.80820228932061,4.187
Romania,ROU,2019,4.50941296110349,3.82785432599438,7.16166666666667,3.912
Romania,ROU,2020,-3.06561724934225,2.63107311184743,6.48640122828969,5.035
Romania,ROU,2021,6.37801653902932,5.05232876096582,5.61349905718721,5.59
Romania,ROU,2022,4.59004052061825,13.7954887432521,7.75709430926468,5.614
Romania,ROU,2023,2.19035297025793,10.3971874764996,9.32096121452692,5.589
Romania,ROU,2024,0.965042709085722,5.72140574354439,8.76207529347297,5.4
Romania,ROU,2025,,,,5.992
Russian Federation,RUS,2002,5.18275023824988,15.7887307914463,15.7,
Russian Federation,RUS,2003,7.78796752390349,13.6632930228666,12.975,8.21
Russian Federation,RUS,2004,7.63249118230908,10.8886157326216,11.4416666666667,7.763
Russian Federation,RUS,2005,6.80660765259209,12.6853039507349,10.6833333333333,7.124
Russian Federation,RUS,2006,8.55494147469737,9.66865454789265,10.425,7.055
Russian Federation,RUS,2007,8.68576548155966,9.00729868861079,10.0333333333333,6.002
Russian Federation,RUS,2008,5.24621001829865,14.1107677840442,12.225,6.205
Russian Federation,RUS,2009,-7.8277499767233,11.6473295764118,15.3083333333333,8.301
Russian Federation,RUS,2010,4.45309639834757,6.84939230255025,10.8166666666667,7.407
Russian Federation,RUS,2011,4.17697624368184,8.4404648593257,8.45833333333333,6.571
Russian Federation,RUS,2012,3.76271915500016,5.07474300799149,9.1,5.484
Russian Federation,RUS,2013,1.45314767875932,6.75466833903486,9.46666666666667,5.513
Russian Federation,RUS,2014,-1.12194041744186,7.82016970013845,11.1416666666667,5.212
Russian Federation,RUS,2015,-2.2762114110788,15.5343959935701,15.7166666666667,5.615
Russian Federation,RUS,2016,-0.0904862004782103,7.04243725413707,12.5983333333333,5.591
Russian Federation,RUS,2017,1.61387325924203,3.68333072334495,10.56,5.238
Russian Federation,RUS,2018,2.71659271660542,2.87831382614981,8.86666666666667,4.871
Russian Federation,RUS,2019,2.14202624717367,4.47202631837903,8.75333333333333,4.513
Russian Federation,RUS,2020,-2.52680431743222,3.38219796948068,6.77583333333333,5.62
Russian Federation,RUS,2021,6.21857740869952,6.69445891957612,7.18108333333333,4.749
Russian Federation,RUS,2022,-1.09717176252111,13.7436797398232,11.4591666666667,3.867
Russian Federation,RUS,2023,4.37751097028844,5.86571931748967,11.6225,3.076
Russian Federation,RUS,2024,4.55626099351906,8.43486410496723,17.0925,2.43
Russian Federation,RUS,2025,,,,2.133
Saudi Arabia,SAU,2002,-5.50962678622284,0.247186492339686,,
Saudi Arabia,SAU,2003,3.69783168216851,0.612195358172966,,5.563
Saudi Arabia,SAU,2004,3.75594009248144,0.5155078977673,,5.822
Saudi Arabia,SAU,2005,1.35662290420511,0.479231671630955,,6.051
Saudi Arabia,SAU,2006,-1.01590810452811,2.20902314069647,,6.254
Saudi Arabia,SAU,2007,-1.94086075361376,4.16782358431579,,5.734
Saudi Arabia,SAU,2008,2.04298819113291,9.87024816760266,,5.085
Saudi Arabia,SAU,2009,-4.86501611210622,5.0572227614833,,5.377
Saudi Arabia,SAU,2010,6.08720360847519,5.33941733020905,,5.55
Saudi Arabia,SAU,2011,6.79984191573597,5.8262163739404,,5.77
Saudi Arabia,SAU,2012,1.40889754697817,2.86627029905053,,5.622
Saudi Arabia,SAU,2013,-2.47720466086211,3.51104209799866,,5.6
Saudi Arabia,SAU,2014,1.5065962283723,2.24185348779063,,5.877
Saudi Arabia,SAU,2015,-0.634810334471936,1.22269318552328,,5.6
Saudi Arabia,SAU,2016,-2.03439520588341,2.05347076823965,,5.6
Saudi Arabia,SAU,2017,1.10646877226159,-0.834845735027162,,5.89
Saudi Arabia,SAU,2018,5.89707730206987,2.46594308994843,,6.029
Saudi Arabia,SAU,2019,2.09953683085793,-1.19298644533328,,5.636
Saudi Arabia,SAU,2020,-8.3434729070232,3.37234961012303,,7.66
Saudi Arabia,SAU,2021,9.17745692710805,3.06328988941548,,6.621
Saudi Arabia,SAU,2022,7.15912905732745,2.47407371925372,,5.589
Saudi Arabia,SAU,2023,-4.01429387790023,2.32708518362706,,4.008
Saudi Arabia,SAU,2024,-2.61945058525819,1.68792112375809,,3.518
Saudi Arabia,SAU,2025,,,,3.038
Singapore,SGP,2002,2.97922962062731,-0.391676866585049,5.34583333333333,
Singapore,SGP,2003,6.10127554555405,0.507905300237551,5.30666666666667,5.93
Singapore,SGP,2004,8.5722052915981,1.66272719863072,5.3,5.84
Singapore,SGP,2005,4.87209326850753,0.425106276569107,5.3,5.59
Singapore,SGP,2006,5.64834329383781,0.965657519018511,5.3125,4.48
Singapore,SGP,2007,4.57298627096552,2.10980166714574,5.33,3.9
Singapore,SGP,2008,-3.41549269446281,6.63544058395309,5.38,3.96
Singapore,SGP,2009,-2.84677194924208,0.589142019610516,5.38,5.86
Singapore,SGP,2010,12.5085215498552,2.82884527612958,5.38,4.12
Singapore,SGP,2011,4.02338164865897,5.25115624639373,5.38,3.89
Singapore,SGP,2012,1.90446223662212,4.58084479423094,5.38,3.72
Singapore,SGP,2013,3.13397914899265,2.36439793742726,5.38,3.86
Singapore,SGP,2014,2.59472315486744,1.03316955857629,5.35,3.74
Singapore,SGP,2015,1.76232468638902,-0.521975611895763,5.35,3.79
Singapore,SGP,2016,2.41021443466256,-0.529809760375464,5.35,4.08
Singapore,SGP,2017,4.38437834929044,0.576763191179996,5.28,4.2
Singapore,SGP,2018,2.96719699276471,0.438784215129623,5.33,3.613
Singapore,SGP,2019,0.15539750940367,0.567829988405447,5.25,3.1
Singapore,SGP,2020,-3.51423380533573,-0.172111865925382,5.25,4.1
Singapore,SGP,2021,14.4308159309526,2.31610315765146,5.25,4.64
Singapore,SGP,2022,0.719821622511958,6.13095418919732,,3.591
Singapore,SGP,2023,-3.00715571486563,4.83372362825798,,3.444
Singapore,SGP,2024,2.32663656705263,2.38951123595017,,2.737
Singapore,SGP,2025,,,,2.818
South Africa,ZAF,2002,2.72292924025332,9.494713780996,15.75,
South Africa,ZAF,2003,1.92822490144245,5.67942414068799,14.9583333333333,22.679
South Africa,ZAF,2004,3.50654128784933,-0.692039437857687,11.2916666666667,22.567
South Africa,ZAF,2005,4.21638584977106,2.06285308223427,10.625,22.472
South Africa,ZAF,2006,4.53031944639788,3.2439076541923,11.1666666666667,22.304
South Africa,ZAF,2007,4.25469604690063,6.17781214809388,13.1666666666667,22.26
South Africa,ZAF,2008,2.00798658438173,9.90998456005467,15.125,22.407
South Africa,ZAF,2009,-2.70664075062311,7.23809523809527,11.7083333333333,23.523
South Africa,ZAF,2010,1.82804672464107,4.06749555950263,9.83333333333333,24.683
South Africa,ZAF,2011,1.90092049729387,5.0008533879502,9.0,24.639
South Africa,ZAF,2012,0.897179683754416,5.73797139141739,8.75,24.727
South Africa,ZAF,2013,0.805658809846705,5.78016910069176,8.5,24.561
South Africa,ZAF,2014,-0.257188966137676,6.13282953059149,9.125,24.89
South Africa,ZAF,2015,-0.694265293924985,4.51869094892506,9.41666666666667,25.149
South Africa,ZAF,2016,-0.277781475736276,6.60290842394872,10.4583333333333,26.536
South Africa,ZAF,2017,0.49869596172698,5.18618655524149,10.375,27.035
South Africa,ZAF,2018,-0.1374850396532,4.50987264867388,10.0833333333333,26.906
South Africa,ZAF,2019,-1.3803610544763,4.10285075461156,10.125,28.468
South Africa,ZAF,2020,-7.67873309598839,3.23238831615113,7.70833333333333,29.217
South Africa,ZAF,2021,3.25562042833964,4.61874544887136,7.04166666666667,34.007
South Africa,ZAF,2022,0.62521727101273,7.03987272546482,8.79166666666667,33.268
South Africa,ZAF,2023,-0.523851146279725,6.0752438457966,11.5,32.098
South Africa,ZAF,2024,-0.713538079423742,4.36115246518962,11.625,32.279
South Africa,ZAF,2025,,,,32.391
Spain,ESP,2002,1.31414120540325,3.06565685902219,,
Spain,ESP,2003,1.0944115829832,3.03888839396655,,11.283
Spain,ESP,2004,1.35058688382759,3.03924881090924,,11.09
Spain,ESP,2005,1.81657732789419,3.36881409750383,,9.146
Spain,ESP,2006,2.29951501349761,3.51557576832128,,8.452
Spain,ESP,2007,1.63463980710374,2.78679745804945,,8.232
Spain,ESP,2008,-0.827648476802253,4.07534335957339,,11.254
Spain,ESP,2009,-4.61672962915983,-0.28781308353524,,17.857
Spain,ESP,2010,-0.365660089983677,1.79986457728768,,19.86
Spain,ESP,2011,-0.992358604711711,3.1961018883379,,21.39
Spain,ESP,2012,-2.92815897770406,2.44612782366808,,24.789
Spain,ESP,2013,-1.07017018206768,1.40858109183018,,26.094
Spain,ESP,2014,1.83396646193863,-0.151114837527234,,24.441
Spain,ESP,2015,4.14701193619516,-0.500365709903242,,22.057
Spain,ESP,2016,2.83577124069477,-0.202598000426452,,19.635
Spain,ESP,2017,2.64617061107108,1.95607633363963,,17.224
Spain,ESP,2018,1.93406292039191,1.6749813686379,,15.255
Spain,ESP,2019,1.23303741249605,0.699518994458738,,14.104
Spain,ESP,2020,-11.3931290455953,-0.322753017299739,,15.532
Spain,ESP,2021,6.49336738803039,3.09313511976419,,14.914
Spain,ESP,2022,5.60841068844668,8.39057634118626,,13.033
Spain,ESP,2023,1.26057958891062,3.53236133492432,,12.179
Spain,ESP,2024,2.40413218623925,2.77417826534772,,11.4
Spain,ESP,2025,,,,10.376
Sweden,SWE,2002,1.94541903904167,2.15848213589266,5.7925,
Sweden,SWE,2003,1.50263999618741,1.92565534892383,5.0175,5.555
Sweden,SWE,2004,3.77065163055421,0.373659828721824,4.1825,6.693
Sweden,SWE,2005,2.38284512787561,0.453170852576138,3.532,7.81
Sweden,SWE,2006,4.08894162666398,1.36021468627693,3.67803333333333,7.066
Sweden,SWE,2007,2.46223270145694,2.21216883436733,,6.161
Sweden,SWE,2008,-1.6919565204184,3.43704910602875,,6.235
Sweden,SWE,2009,-5.06780005582803,-0.494460544378051,,8.351
Sweden,SWE,2010,4.85304553694191,1.15798802715626,,8.61
Sweden,SWE,2011,2.38777753247983,2.9611507382214,,7.804
Sweden,SWE,2012,-1.14837721022437,0.888377506923735,,7.976
Sweden,SWE,2013,0.284298669472349,-0.044292970148682,,8.052
Sweden,SWE,2014,1.28579244857269,-0.179638494114635,,7.954
Sweden,SWE,2015,3.29020421290397,-0.0467847449832812,,7.432
Sweden,SWE,2016,0.855975824436371,0.984269244577992,,6.99
Sweden,SWE,2017,0.519214362381689,1.79449904665599,,6.718
Sweden,SWE,2018,0.594886136077946,1.95353530127028,,6.365
Sweden,SWE,2019,1.57332206499805,1.78415097403835,,6.833
Sweden,SWE,2020,-2.63997048116038,0.497367318853572,,8.291
Sweden,SWE,2021,4.5957806799404,2.16319736447143,,8.803
Sweden,SWE,2022,0.568648782156174,8.36929098869189,,7.417
Sweden,SWE,2023,-0.674701257933236,8.5486248974891,,7.611
Sweden,SWE,2024,0.504564017875396,2.83581658224034,,8.4
Sweden,SWE,2025,,,,8.694
Switzerland,CHE,2002,-0.826280599815533,0.642711506543277,,
Switzerland,CHE,2003,-0.771333118455232,0.638272930887189,,4.117
Switzerland,CHE,2004,1.99813197598502,0.802908730955226,,4.316
Switzerland,CHE,2005,2.09358672785885,1.17195420333702,,4.437
Switzerland,CHE,2006,3.42255062788115,1.05950928324804,,3.995
Switzerland,CHE,2007,2.99182197798172,0.732350603122236,,3.641
Switzerland,CHE,2008,1.50995075456851,2.42604117060157,3.3425,3.35
Switzerland,CHE,2009,-3.51055875649962,-0.480481936423304,2.75083333333333,4.109
Switzerland,CHE,2010,2.17363798688378,0.688238707219974,2.73333333333333,4.808
Switzerland,CHE,2011,0.687339980952387,0.2313492076509,2.71833333333333,4.409
Switzerland,CHE,2012,0.110596623356798,-0.692552018105163,2.68833333333333,4.491
Switzerland,CHE,2013,0.628360626093993,-0.217323155115672,2.68916666666667,4.747
Switzerland,CHE,2014,1.10869373261926,-0.0132025387515945,2.69,4.826
Switzerland,CHE,2015,0.494129645915152,-1.14390867228178,2.68083333333333,4.801
Switzerland,CHE,2016,0.960131696221239,-0.434618664285814,2.64666666666667,4.918
Switzerland,CHE,2017,0.421326259922779,0.533787839825876,2.62743867833333,4.797
Switzerland,CHE,2018,2.10552471989985,0.936335464113572,2.62742559333333,4.713
Switzerland,CHE,2019,0.423089633793808,0.362886179940674,2.63292318,4.394
Switzerland,CHE,2020,-2.85415823647342,-0.725874933313402,2.63484670416667,4.817
Switzerland,CHE,2021,4.75464519304134,0.581814168489855,2.63985731416667,5.013
Switzerland,CHE,2022,2.1924092887961,2.83502798644451,2.64672373583333,4.122
Switzerland,CHE,2023,-0.582278335714477,2.13540088016386,2.86414745583333,4.043
Switzerland,CHE,2024,-0.0110810035101565,1.06234041976594,2.97616142777778,4.343
Switzerland,CHE,2025,,,,4.873
Thailand,THA,2002,5.13275009732257,0.697308976625449,,
Thailand,THA,2003,6.19493623168337,1.80434994635721,,1.54
Thailand,THA,2004,5.34116205951062,2.7591492623108,4.55308715722008,1.51
Thailand,THA,2005,3.29537578511341,4.54036919634535,4.71935005845093,1.35
Thailand,THA,2006,4.10011779691514,4.63747436011765,6.27380728455047,1.22
Thailand,THA,2007,4.5949892120282,2.24154095286803,6.04656836196979,1.18
Thailand,THA,2008,0.947280170156503,5.46848949649845,5.82188819286142,1.18
Thailand,THA,2009,-1.42135866699509,-0.845716092316721,4.77599754065056,1.49
Thailand,THA,2010,6.79479928649167,3.24758842443723,4.33403991889774,0.622
Thailand,THA,2011,0.215045559628464,3.80879058139634,5.06756761337228,0.66
Thailand,THA,2012,6.58038336266074,3.01489950334985,5.18731410654716,0.58
Thailand,THA,2013,2.08615316028128,2.18488618530687,5.06043360051236,0.249
Thailand,THA,2014,0.45053655380589,1.8951418189878,4.94915214812624,0.576
Thailand,THA,2015,2.65971785318402,-0.900424963291569,4.73187498877014,0.597
Thailand,THA,2016,2.96944155296718,0.188149704448143,4.46834552349908,0.688
Thailand,THA,2017,3.73797800283087,0.665631893135106,4.41658283333333,0.83
Thailand,THA,2018,3.90762624173355,1.06389754183024,4.14666666666666,0.765
Thailand,THA,2019,1.90583495758329,0.706728601314311,4.08416666666666,0.716
Thailand,THA,2020,-6.20637326420599,-0.845937147357041,3.2925,1.099
Thailand,THA,2021,1.43062175645008,1.23039541318384,3.06,1.215
Thailand,THA,2022,2.56894316437668,-1.61068030486688,3.13833333333333,0.94
Thailand,THA,2023,2.06455231923211,8.47805174421543,4.28583333333333,0.733
Thailand,THA,2024,2.59107416696065,1.36580540798037,4.51416666666667,0.781
Thailand,THA,2025,,,,0.781
Turkiye,TUR,2002,5.15974085311868,44.964120947985,,
Turkiye,TUR,2003,4.57792705344551,21.6024384490573,,10.542
Turkiye,TUR,2004,8.70602046453412,8.59826168115262,,10.838
Turkiye,TUR,2005,7.95177362643042,8.17916036802008,,10.636
Turkiye,TUR,2006,5.97350417809075,9.59724212288446,,10.227
Turkiye,TUR,2007,4.93924794926627,8.75618090972632,,10.285
Turkiye,TUR,2008,-0.349081731358567,10.4441283764885,,10.965
Turkiye,TUR,2009,-6.18658127732729,6.25097663090626,,14.026
Turkiye,TUR,2010,6.90544093016851,8.56644420552976,,11.879
Turkiye,TUR,2011,9.36292358017863,6.471879671151,,9.789
Turkiye,TUR,2012,3.48010432023058,8.89156996512163,,9.21
Turkiye,TUR,2013,7.10372830173409,7.49309030547693,,9.713
Turkiye,TUR,2014,3.19911298885714,8.85457271364316,,9.901
Turkiye,TUR,2015,4.4033792666971,7.67085364845885,,10.304
Turkiye,TUR,2016,1.9428315705164,7.7751341532833,,10.899
Turkiye,TUR,2017,6.43664614092381,11.1443110840764,,10.919
Turkiye,TUR,2018,2.07704135618785,16.3324638988929,,10.956
Turkiye,TUR,2019,-0.136378469205951,15.1768215720022,,13.73
Turkiye,TUR,2020,0.819957444576985,12.2789574462574,,13.148
Turkiye,TUR,2021,10.797736075363,19.5964926913324,,11.969
Turkiye,TUR,2022,4.40815937187469,72.3088359891207,,10.465
Turkiye,TUR,2023,4.61909774991381,53.8594087593315,,9.388
Turkiye,TUR,2024,3.09479882124933,58.5064507300342,,8.8
Turkiye,TUR,2025,,,,8.52
United Kingdom,GBR,2002,1.27936543722539,1.52040245947455,4.0,
United Kingdom,GBR,2003,2.73900554436896,1.37650038542013,3.69579166666667,4.807
United Kingdom,GBR,2004,1.74549468873848,1.39039756680422,4.37981666666667,4.594
United Kingdom,GBR,2005,2.08729988072291,2.0891364902507,4.648675,4.884
United Kingdom,GBR,2006,1.4414302818718,2.4556616643929,4.63825833333333,5.472
United Kingdom,GBR,2007,2.13253558466515,2.38656150773327,5.50870833333333,5.399
United Kingdom,GBR,2008,-0.832967942760902,3.52140856342539,4.67530833333333,5.748
United Kingdom,GBR,2009,-5.30637777763782,1.96173173560109,0.644866666666667,7.683
United Kingdom,GBR,2010,1.46206947680976,2.49265472467065,0.5,7.973
United Kingdom,GBR,2011,0.0663488911998797,3.8561124468282,0.5,8.195
United Kingdom,GBR,2012,0.807661642969506,2.5732347965453,0.5,8.279
United Kingdom,GBR,2013,1.03970154694078,2.29166666666659,0.5,7.752
United Kingdom,GBR,2014,2.39229911882015,1.45112016293279,0.5,6.398
United Kingdom,GBR,2015,1.40598896714546,0.36804684232536,,5.552
United Kingdom,GBR,2016,1.39799087279013,1.0084173681141,,4.909
United Kingdom,GBR,2017,2.46254947655839,2.55775577557747,,4.501
United Kingdom,GBR,2018,1.05651160071312,2.29283990345938,,4.145
United Kingdom,GBR,2019,0.736576132017404,1.73810460086513,,3.657
United Kingdom,GBR,2020,-10.2001887936603,0.989486703772491,,4.472
United Kingdom,GBR,2021,8.15420782581518,2.51837109614213,,4.864
United Kingdom,GBR,2022,4.18537017111771,7.92204883147902,,3.768
United Kingdom,GBR,2023,-1.02837368059031,6.79396706793963,,4.025
United Kingdom,GBR,2024,0.0541839994899789,3.2715729463592,,4.361
United Kingdom,GBR,2025,,,,4.746
United States,USA,2002,0.7612368560753,1.58603162650601,4.675,
United States,USA,2003,1.91588247508415,2.27009497336115,4.1225,5.989
United States,USA,2004,2.89111091581917,2.67723669309172,4.34,5.529
United States,USA,2005,2.53411070482159,3.3927468454955,6.18916666666667,5.084
United States,USA,2006,1.79819874456308,3.22594410070404,7.9575,4.623
United States,USA,2007,1.03834382130532,2.85267248150138,8.05,4.622
United States,USA,2008,-0.828888119464764,3.839100296651,5.0875,5.784
United States,USA,2009,-3.42683193789478,-0.355546266299747,3.25,9.254
United States,USA,2010,1.82992369379657,1.6400434423899,3.25,9.633
United States,USA,2011,0.762796405429199,3.156841568622,3.25,8.949
United States,USA,2012,1.47570596897309,2.06933726526067,3.25,8.069
United States,USA,2013,1.34816252731798,1.46483265562717,3.25,7.375
United States,USA,2014,1.71094543857326,1.62222297740817,3.25,6.168
United States,USA,2015,2.12741138123612,0.118627135552451,3.26,5.28
United States,USA,2016,1.02266589117943,1.26158320570536,3.51166666666667,4.869
United States,USA,2017,1.75014094923958,2.13011000365961,4.09666666666667,4.355
United States,USA,2018,2.36444249943987,2.44258329692817,4.90416666666667,3.896
United States,USA,2019,2.05676590328193,1.81221007526021,5.2825,3.669
United States,USA,2020,-2.56180738534749,1.23358439630629,3.54416666666667,8.055
United States,USA,2021,5.88834103890834,4.69785886363742,3.25,5.349
United States,USA,2022,1.92386172918107,8.00279982052121,,3.65
United States,USA,2023,2.03559987540991,4.11633838374488,,3.638
United States,USA,2024,1.79419235153047,2.94952520485207,,4.022
United States,USA,2025,,,,4.198
